аа;0.0003899833370755977
аб;0.0014063035488483674
ав;0.00589702076365828
аг;0.0012644914262754227
ад;0.0021980878998806414
ае;0.001678110117113178
аж;0.0021626348692374052
аз;0.005105236412626006
аи;0.0014890272870159184
ай;0.0004727070752431487
ак;0.005814297025490729
ал;0.009477776858625131
ам;0.003545303064323615
ан;0.007421501081317435
ао;0.0015717510251834694
ап;0.0031435020503669388
ар;0.003261678819177726
ас;0.006310639454496035
ат;0.0061806450088041694
ау;0.0005081601058863849
аф;0.0004963424290053061
ах;0.001252673749394344
ац;0.0003308949526702041
ач;0.0015717510251834694
аш;0.0010281378886538484
ащ;0.0002836242451458892
аю;0.0008036020279133528
ая;0.004195275292782945
ба;0.0008745080891998251
бб;0.00011817676881078717
бв;0.00046088939836207
бг;1.1817676881078718e-05
бд;3.545303064323615e-05
бе;0.003060778312199388
бз;1.1817676881078718e-05
би;0.0008981434429619825
бк;0.000378165660194519
бл;0.0027889717439345775
бм;9.454141504862974e-05
бн;0.000626336874697172
бо;0.003639844479372245
бп;7.09060612864723e-05
бр;0.0013708505182051312
бс;0.0004727070752431487
бт;0.00048452475212422744
бу;0.0012763091031565016
бх;0.00011817676881078717
бч;3.545303064323615e-05
бш;1.1817676881078718e-05
бщ;0.00036634798331344027
бь;7.09060612864723e-05
бя;0.000543613136529621
ва;0.006582446022760846
вб;0.0002954419220269679
вв;0.000709060612864723
вг;0.000543613136529621
вд;0.0010163202117727697
ве;0.0071496945130526245
вж;7.09060612864723e-05
вз;0.0005790661671728572
ви;0.004124369231496472
вй;0.00010635909192970846
вк;0.0005672484902917784
вл;0.0017490161783996502
вм;0.0007917843510322741
вн;0.0029189661896264433
во;0.010198655148370933
вп;0.0008272373816755102
вр;0.001465391933253761
вс;0.005637031872274548
вт;0.0009808671811295335
ву;0.0010990439499403207
вх;0.00044907172148099127
вц;3.545303064323615e-05
вч;0.0002718065682648105
вш;0.0012644914262754227
вщ;2.3635353762157436e-05
вь;0.00016544747633510205
вя;0.0002599888913837318
га;0.0011581323343457144
гб;2.3635353762157436e-05
гв;0.00010635909192970846
гг;1.1817676881078718e-05
гд;0.0010754085961781634
ге;0.0009335964736052187
гж;1.1817676881078718e-05
гз;4.727070752431487e-05
ги;0.0014063035488483674
гк;8.272373816755102e-05
гл;0.0016544747633510204
гм;3.545303064323615e-05
гн;0.00024817121450265305
го;0.010364102624706035
гп;7.09060612864723e-05
гр;0.0012408560725132654
гс;8.272373816755102e-05
гу;0.00044907172148099127
гч;3.545303064323615e-05
да;0.004230728323426181
дб;2.3635353762157436e-05
дв;0.0010163202117727697
дг;7.09060612864723e-05
дд;7.09060612864723e-05
де;0.005566125810988076
дж;4.727070752431487e-05
дз;4.727070752431487e-05
ди;0.0027771540670534986
дй;7.09060612864723e-05
дк;0.00024817121450265305
дл;0.0009926848580106122
дм;9.454141504862974e-05
дн;0.002150817192356327
до;0.003958921755161371
дп;0.0001299944456918659
др;0.002009005069783382
дс;0.0007208782897458018
дт;0.00022453586074049563
ду;0.0021626348692374052
дф;1.1817676881078718e-05
дх;4.727070752431487e-05
дц;0.0002009005069783382
дч;0.0001418121225729446
дш;0.00010635909192970846
дь;0.00042543636771883385
дю;7.09060612864723e-05
дя;0.00030725959890804663
еа;0.00042543636771883385
еб;0.0023280823455725072
ев;0.003947104078280292
ег;0.004597076306739621
ед;0.004478899537928834
ее;0.002895330835864286
еж;0.0014063035488483674
ез;0.0020208227466644605
еи;0.001595386378945627
ей;0.0033207672035831196
ек;0.0024462591143832946
ел;0.00681879956038242
ем;0.005755208641085335
ен;0.012869450123494724
ео;0.0022808116380481926
еп;0.003379855587988513
ер;0.008780533922641488
ес;0.0072678712818634115
ет;0.005365225304009738
еу;0.000756331320389038
